datetime,city,state,country,shape,duration (hours/min),comments,date posted,longitude 
10/24/2000 20:45,gila bend,az,us,triangle,10 min.,black squat triangle - no lights -  emiting smoke like dark mist,12/2/2000,-112.7161111
4/1/2004 22:00,panama city beach,fl,us,light,15 about 15 minutes,Multiple flights over panama city beach florida chased by aircrafts,10/20/2005,-85.8055556
6/10/2012 22:15,pittsburgh,pa,us,fireball,2 minutes,3 orange pulsating fireballs appeared abruptly and faded as if cloaking device used,6/14/2012,-79.9961111
4/29/1997 17:00,fresh pond,ca,us,formation,25 minutes,Large green glowing ball of light over the Sierras,12/14/2004,-120.5288889
11/29/2004 05:21,wayland,ma,us,sphere,15 seconds,gold&#44 spinning&#44 3 non flickering lights pretty big&#44 close enough for some details to be seen,12/3/2004,-71.3619444
7/20/2004 07:30,gila bend,az,us,other,2hours,remembering a sighting from 2004 .. Gila Bend Az,10/31/2008,-112.7161111
7/3/2011 03:00,charlotte,nc,us,light,3 or 4 minutes,A couple dozen orange lights traveling against the wind.  ((NUFORC Note:  Very reliable and convincing  witness.  PD)),7/4/2011,-80.8433333
11/20/2008 19:04,spalding,ne,us,formation,1 min,Many lights in the sky seen outside of Spalding&#44 NE.,1/10/2009,-98.3630556
7/18/2006 23:55,brighton (uk/england),nan,gb,light,5 seconds,Bright green and fast-moving light seen above Brighton&#44 Sussex&#44 UK.,10/30/2006,-0.15
7/3/2010 21:00,lemoore,ca,us,triangle,1 -2 mins,craft with 3 top lights&#44 no sound approached car&#44 does 360 sharp turn in field.,7/10/2010,-119.7819444
2/2/2009 14:00,atlanta,ga,us,rectangle,approx 3-4 min.,Rectangular Gray Object Seen over Atlanta GA,3/19/2009,-84.3880556
4/28/2010 09:20,steger,il,us,circle,2-3 minutes,One bright orb going East while a much dimmer one went South/West.  ((NUFORC Note:  Possible satellites??  PD)),5/12/2010,-87.63638890000001
11/7/2008 18:00,mindelein,il,nan,disk,5 minutes,I observed this light gray object just hovering at a 45 degree angle in the darkened sky. I took nine pictures with my digital. One pic,1/10/2009,-88.00396500000002
12/10/2000 22:00,longwood,fl,us,other,5 minutes,I filmed a craft  for about 2 minutes moving in differing directions. Definietly not a helicopter or plane.,12/20/2000,-81.3386111
12/6/2012 19:00,quail valley,ca,us,triangle,2 minutes,I WENT OUT TO SMOKE A CIGARETTE AND SAW A BRIGHT RED LIGHT WAY HIGH MOVING SLOW STEADY IN A TRIANGLE SHAPE WITH 3 FLARES OUT EACH PEAK,12/20/2012,-117.2441667
8/15/1988 23:00,rosemere (canada),qc,ca,diamond,3 hours,Charbonneau Park&#44 Rosemere&#44 PQ. Diamond shaped object hovered directly over Milles Illes River to the right of me.,5/15/2006,-73.81666700000002
9/14/2012 19:00,seatac,wa,us,sphere,3 seconds,Bright orange orb flown over by landing aircraft at Seatac.,9/24/2012,-122.3205556
3/17/2000 04:00,san antonio,tx,us,triangle,2 minutes,Blue &quot;energy egg&quot; beamed down from spacecraft over San Antonio Texas eludes airport radar.,12/2/2000,-98.4933333
11/24/1999 20:35,sacramento,ca,us,chevron,45 seconds,Noted two airliner sized objects travelling West to Easterly across the sky within my field of view.,11/30/1999,-121.4933333
10/22/2007 06:30,farmington,mo,us,triangle,2-5 minutes,UFO Sighting - Outside Farmington Missouri.,11/28/2007,-90.4216667
8/15/2000 01:50,ringgold,ga,us,triangle,10-15 minutes,Unusual aircraft spotted near Ringgold&#44 Ga...what was it???,8/19/2000,-85.1091667
1/20/2000 10:39,cairo,wv,us,circle,15 to 20 seconds,Rotating in circles and then disappeared after about 15 seconds.,1/22/2000,-81.1575
6/19/2005 15:10,silverdale,wa,us,rectangle,20-30 seconds,A black rectangular object flew from south to north in a straight line at a constant speed making no sound.,6/20/2005,-122.6936111
6/30/1966 21:00,spartanburg,sc,us,light,15 min,Summer of 1966 - bright orange round object first thought to be rising full moon,6/2/1998,-81.93222220000001
8/12/2011 21:00,york,me,nan,light,23:00,Bright Orange lights over York Beach&#33,8/21/2011,-70.648258
1/13/2009 17:15,louisville,ky,us,egg,30-45 sec,Rapid traveling balloon-shaped object  travels up wind&#44 and flies off after a 30-45 second show.,3/19/2009,-85.7594444
11/7/2012 05:00,kuala lumpur (malaysia),nan,nan,oval,12 minutes,2 police officers and campers saw a yellowish/red object.,11/19/2012,101.686855
12/15/1999 24:00,north syracuse,ny,us,light,3 minutes,the object was stationary then moved horizotally and away at the same time across the night sky,5/24/2005,-76.13027779999999
9/9/2009 21:00,wolf point,mt,us,light,5 minutes,Three objects were seen&#44 one blinking and the other two in particular glowing bright and dimming in the same path. ((ISS?)),12/12/2009,-105.64
2/9/2006 23:45,auburn,ca,us,circle,2 seconds,Fiery large globe&#44 no tail.  Direction of flight: 60 degrees&#44 from south to north.  Two-second flight.,3/11/2006,-121.0758333
9/12/2010 00:00,litchfield,ct,us,fireball,ten minutes,Orange balls in fleet formation.,11/21/2010,-73.1891667
10/1/2010 21:00,saskatoon (canada),sk,ca,changing,30-60 seconds,hazy yellow-orange light(s) that changed shape and moved fluidly,11/21/2010,-106.666667
1/20/2008 19:08,indiana,pa,us,unknown,5 minutes,Bright light in sky then disappears instantly after 5 minutes in the sky,2/14/2008,-79.1527778
10/8/2006 01:00,holden beach,nc,us,triangle,1 hour 30 minutes,3 lighted triangular aircraft.,10/30/2006,-78.3041667
11/13/2011 22:50,surrey (canada),bc,ca,light,5 seconds,Bright pink flare-like lights floating down from sky - Two different occasions in Surrey.,12/12/2011,-122.821343315
6/4/2011 03:45,monroe,wa,us,circle,3 minutes,((HOAX??))  That was just wierd&#44 i&#39ve never seen one of them do that before.,6/12/2011,-121.9697222
5/22/2008 19:50,johnson city,ny,us,light,12 sec,Bright light traveling over Johnson City&#44 NY heading over Binghamton 5/22/08,6/12/2008,-75.9591667
8/28/2005 09:45,riverside,ca,us,chevron,5 minutes,Arrowhead seen above 215 freeway near Riverside Ca.,10/11/2005,-117.3952778
9/21/2008 20:30,grand junction,co,us,unknown,4 min,unknow over Grand Junction co,10/31/2008,-108.55
7/10/2001 02:00,fresno,ca,us,unknown,hours,ATNOSPHERIC LENSING?? ?,8/5/2001,-119.7713889
8/27/1999 20:58,southfield,mi,us,light,50 seconds,Extremly bright white light (strong enough to hurt your eyes) twice the size of Venus or Jupiter&#44 moving slowly from NWest to SWest dir,9/12/1999,-83.2219444
1/26/2009 12:15,santa ana,ca,us,light,30 min.,several objects seen over Central Orange County  (Santa Ana College Area),3/19/2009,-117.8669444
6/30/2012 23:00,saint joseph,mo,us,fireball,40 seconds,Fireball acros the nigth sky never seen anything like it moving slow front aest to west spectacular but fraining,8/5/2012,-94.8463889
12/15/2012 21:40,abilene,tx,us,light,15 minutes,High altitude light beams out of clouds in vertical pattern.,12/20/2012,-99.7327778
1/15/1993 20:00,brisbane (qld&#44 australia),nan,au,formation,1 minute or so,Bright white lights in the sky in formation of square. 9 lights in 3 rows of 3.,8/28/2002,153.024292
8/21/1983 22:50,new haven,ct,us,sphere,15-20 min,Object next to Tweed New haven airport at tree level. Viewed by most residents of Stewart Street,8/19/2000,-72.9286111
4/2/2013 03:00,chapel hill,nc,us,triangle,3 minutes,Dark Triangle with red lights flying close to ground.  Made abrupt turn.  Made no sound.,7/5/2013,-79.0561111
10/3/2011 22:30,sault ste. marie,mi,nan,changing,hour,Color changing orb of light moving in multiple directions&#44 slightly changing shape&#44 dimming and brightening.,10/10/2011,-84.34609
8/17/1997 05:00,salinas,ca,us,light,30 minsalinas,a LIGHT IN THE SKY THAT LOOKED LIKE THE NORTH STAR. THE DIFFERENCE WAS WE COULD SEE THE MOON AND THE NORTH STAR. THE OTHER LIGHT I COUL,6/2/1998,-121.65444440000002
7/13/2013 22:10,hudson,oh,us,fireball,minutes,Three fireball like lights in triangle formation moving together then breaking apart,7/14/2013,-81.4408333
12/8/2001 19:35,brantford (canada),on,ca,triangle,15 seconds,Silent dimly lit object sighted  moving rapidly over Southern Ontario,1/11/2002,-80.266667
9/27/2009 16:38,aylett,va,us,light,5 min.,fast moving bright solid light in the sky.,12/12/2009,-77.1052778
10/11/2012 04:00,tewksbury,ma,us,light,2 seconds,Huge white streaking object moving high rate of speeds in night sky,10/30/2012,-71.23472220000002
10/27/2011 04:45,bassett,va,us,light,20 minutes,Very Bright Gold/Bronze disc shaped object moving over VA,12/12/2011,-79.9905556
7/23/2010 12:30,polson,mt,us,cigar,10 seconds,Unusual looking metallic craft over the National Bison Range in Montana.,8/21/2011,-114.1622222
11/10/2000 00:20,nasik (india),nan,nan,unknown,about 20 minutes,We were going for an exploratry drive&#44 as we&#39d arrived in the city on that day itself. My 17 year old cousin&#44 my best friend and I were,12/2/2000,73.78980200000002
7/15/1965 21:00,whitesburg,ky,us,light,45 min,Lights and sounds on the ground and several strange lights in a cluster,3/21/2003,-82.8269444
6/16/2002 20:30,bossier city,la,us,light,3 to 5 minutes,Bright blue/white light flies silently across evening sky.,7/1/2002,-93.7319444
7/6/2013 23:00,joplin,mo,us,light,10 minutes,Tiny lights.,7/14/2013,-94.5130556
8/12/2013 22:00,hanford,ca,us,sphere,3 minutes,About 4 days earlier my husband was working on the flight line at NAS Lemoore&#44 ca and he and two of his coworkers saw three brights s,8/30/2013,-119.6447222
1/26/2008 19:20,basingstoke (uk/england),nan,gb,disk,30 secs,ufo basingstoke u.k.,2/14/2008,-1.083333
8/14/2007 23:00,queensbury,ny,us,circle,30 seconds,I was watching the meteor shower with my parents when all of a sudden I saw&#44 what I thought were stars&#44 spin around each other probably,10/8/2007,-73.61361109999999
4/8/2012 20:35,marysville,ca,us,light,45 seconds,4 hovering lights at very low altitude South of Marysville,4/18/2012,-121.5902778
7/25/2010 21:00,portland,or,us,circle,about 1 minute,Planet Sized Orb Passes Behind Venus Then FLICKers Out&#33,8/24/2010,-122.675
6/3/2004 02:40,kennewick,wa,us,nan,seconds,At 0240 hrs I was sitting stationary in my vehicle&#44 as I was on a security detail.  ((NUFORC Note:  Dramatic meteor.  PD)),6/18/2004,-119.1361111
7/23/2011 23:20,sylvania,ga,us,fireball,10 sec,Orange&#44 slow moving&#44 fireballs - south east of savannah nuclear plant,8/7/2011,-81.6369444
11/21/2007 05:00,carmichael,ca,us,flash,2hrs at least,Light&#44 2 hours; bright light at a far distance&#44 flashing green&#44 red&#44 blue &amp; white.  ((NUFORC Note:  Sirius.  PD)),11/28/2007,-121.3272222
8/28/2008 22:30,leighton,al,us,fireball,2 seconds,round ball of light,10/31/2008,-87.52888890000001
8/8/2011 00:22,kingston upon hull (uk/england),nan,gb,light,around 10 minutes,Star like object&#44 changed dir. randomly and dissapeared after a burst of speed.  ((NUFORC Note:  Correct date and time amended.  PD)),8/7/2011,-0.333333
9/1/1971 08:00,humboldt,ia,us,cigar,45 sec,Craft resembling a large blimp appears out of thin air from a cloudless sky  &#44descends&#44 lands and vanishes,1/22/2004,-94.215
8/11/2007 22:30,draper,ut,us,light,1 minute,Green flashes with booms in the night sky.,8/14/2007,-111.86305559999998
11/26/1977 14:00,canandaigua,ny,us,triangle,1 to 2 hours,Triangular craft watching Bristol Mountain Ski Resort,6/10/2010,-77.2883333
11/4/2008 19:30,duncan,ok,us,light,15 seconds,Brilliant red light slowly descends from high in the sky and disappears behind buildings.,1/10/2009,-97.9575
1/7/2014 21:56,san tan valley,az,nan,fireball,10 seconds,4 glowing orbs.,1/16/2014,-111.572222
11/28/2006 18:30,soddy daisy,tn,nan,cigar,10 seconds,Two bright green lights travelling at an angle towards the earth&#44 very close on the horizon.,12/7/2006,-85.19079
4/8/1999 03:30,leicester (uk/england),nan,gb,formation,30-40 seconds,Driving home i stopped at traffic lights. I saw a formation of 3 orange/brown lights flying in a equalateral formation (about a mile aw,5/24/1999,-1.034894
10/31/2004 20:00,tinley park,il,us,light,5-10 minutes,The triangular formation of red lights witnessed on Aug.21st  in Tinley Park&#44 IL reappeared on Oct. 31st.,11/2/2004,-87.7844444
12/21/2012 16:00,magnolia,tx,us,other,1 minute,Took pictures of lighted object shooting something towards Earth during daylight.,2/4/2013,-95.7505556
