datetime,city,state,country,shape,duration (hours/min),comments,date posted,longitude 
10/27/2011 04:45,bassett,va,us,light,20 minutes,Very Bright Gold/Bronze disc shaped object moving over VA,12/12/2011,-79.9905556
7/23/2010 12:30,polson,mt,us,cigar,10 seconds,Unusual looking metallic craft over the National Bison Range in Montana.,8/21/2011,-114.1622222
11/10/2000 00:20,nasik (india),nan,nan,unknown,about 20 minutes,We were going for an exploratry drive&#44 as we&#39d arrived in the city on that day itself. My 17 year old cousin&#44 my best friend and I were,12/2/2000,73.78980200000001
7/15/1965 21:00,whitesburg,ky,us,light,45 min,Lights and sounds on the ground and several strange lights in a cluster,3/21/2003,-82.8269444
6/16/2002 20:30,bossier city,la,us,light,3 to 5 minutes,Bright blue/white light flies silently across evening sky.,7/1/2002,-93.7319444
7/6/2013 23:00,joplin,mo,us,light,10 minutes,Tiny lights.,7/14/2013,-94.5130556
8/12/2013 22:00,hanford,ca,us,sphere,3 minutes,About 4 days earlier my husband was working on the flight line at NAS Lemoore&#44 ca and he and two of his coworkers saw three brights s,8/30/2013,-119.6447222
1/26/2008 19:20,basingstoke (uk/england),nan,gb,disk,30 secs,ufo basingstoke u.k.,2/14/2008,-1.083333
8/14/2007 23:00,queensbury,ny,us,circle,30 seconds,I was watching the meteor shower with my parents when all of a sudden I saw&#44 what I thought were stars&#44 spin around each other probably,10/8/2007,-73.61361109999999
4/8/2012 20:35,marysville,ca,us,light,45 seconds,4 hovering lights at very low altitude South of Marysville,4/18/2012,-121.5902778
7/25/2010 21:00,portland,or,us,circle,about 1 minute,Planet Sized Orb Passes Behind Venus Then FLICKers Out&#33,8/24/2010,-122.675
6/3/2004 02:40,kennewick,wa,us,nan,seconds,At 0240 hrs I was sitting stationary in my vehicle&#44 as I was on a security detail.  ((NUFORC Note:  Dramatic meteor.  PD)),6/18/2004,-119.13611110000001
7/23/2011 23:20,sylvania,ga,us,fireball,10 sec,Orange&#44 slow moving&#44 fireballs - south east of savannah nuclear plant,8/7/2011,-81.6369444
11/21/2007 05:00,carmichael,ca,us,flash,2hrs at least,Light&#44 2 hours; bright light at a far distance&#44 flashing green&#44 red&#44 blue &amp; white.  ((NUFORC Note:  Sirius.  PD)),11/28/2007,-121.32722220000001
8/28/2008 22:30,leighton,al,us,fireball,2 seconds,round ball of light,10/31/2008,-87.52888890000001
8/8/2011 00:22,kingston upon hull (uk/england),nan,gb,light,around 10 minutes,Star like object&#44 changed dir. randomly and dissapeared after a burst of speed.  ((NUFORC Note:  Correct date and time amended.  PD)),8/7/2011,-0.333333
9/1/1971 08:00,humboldt,ia,us,cigar,45 sec,Craft resembling a large blimp appears out of thin air from a cloudless sky  &#44descends&#44 lands and vanishes,1/22/2004,-94.215
8/11/2007 22:30,draper,ut,us,light,1 minute,Green flashes with booms in the night sky.,8/14/2007,-111.86305559999998
11/26/1977 14:00,canandaigua,ny,us,triangle,1 to 2 hours,Triangular craft watching Bristol Mountain Ski Resort,6/10/2010,-77.2883333
11/4/2008 19:30,duncan,ok,us,light,15 seconds,Brilliant red light slowly descends from high in the sky and disappears behind buildings.,1/10/2009,-97.9575
1/7/2014 21:56,san tan valley,az,nan,fireball,10 seconds,4 glowing orbs.,1/16/2014,-111.572222
11/28/2006 18:30,soddy daisy,tn,nan,cigar,10 seconds,Two bright green lights travelling at an angle towards the earth&#44 very close on the horizon.,12/7/2006,-85.19079
4/8/1999 03:30,leicester (uk/england),nan,gb,formation,30-40 seconds,Driving home i stopped at traffic lights. I saw a formation of 3 orange/brown lights flying in a equalateral formation (about a mile aw,5/24/1999,-1.034894
10/31/2004 20:00,tinley park,il,us,light,5-10 minutes,The triangular formation of red lights witnessed on Aug.21st  in Tinley Park&#44 IL reappeared on Oct. 31st.,11/2/2004,-87.7844444
12/21/2012 16:00,magnolia,tx,us,other,1 minute,Took pictures of lighted object shooting something towards Earth during daylight.,2/4/2013,-95.7505556
11/15/2002 00:45,swadlincote derby&#44 uk (near),nan,nan,flash,3 mins,SIGHTING NEAR SWADLINCOTE DERBYSHIRE,11/20/2002,-1.554997
6/1/1977 22:00,butte meadows (near),ca,us,unknown,30 seconds,Strange light beamed straight down over our campfire.  There was no sound.,4/27/2007,-121.55
3/3/2013 21:00,cranston,ri,us,fireball,1 minute,Orange ball of light hovering at a low altitude in cranston&#44 vanishes then reappears seconds later in diff location,4/12/2013,-71.43777779999999
10/10/2007 19:00,austin,tx,us,flash,3 seconds,pulsing flash recurring at 2 second intervals 3 times along the same trajectory along 90 degrees of sky,11/28/2007,-97.7427778
6/29/2012 22:20,kingsford,mi,us,light,5 seconds,Fast moving light&#44 showed 4 sharp perfectly spaced points of light  through binoculars&#44,7/4/2012,-88.0719444
1/1/2000 22:00,evansville,in,us,cigar,2 seconds,Long black cigar-shaped craft flew over at low altitude and was extremely quick despite no engine noise (only wind),2/24/2001,-87.5558333
6/12/2005 13:00,chicago,il,us,triangle,1-3 minutes,three triangular black objects hovering in a trianglular formation,6/20/2005,-87.65
10/23/2011 07:05,gatesville,tx,us,flash,1 second,strange flash of light,10/25/2011,-97.7436111
9/15/2012 21:30,vineyard haven,ma,us,sphere,20 minutes,Round orange spheres&#8230;,9/24/2012,-70.60416670000001
11/10/2007 22:00,palm beach gardens,fl,us,light,10 mins,Bright light with sudden burst of speed,11/28/2007,-80.13888890000001
11/15/1976 20:00,cambridge (galt) (canada),on,ca,formation,15 mins,Nov. 1976&#44 straight line of 7 or 8 red balls travelling northward&#44 absolutely silent&#44 moving up and down&#44 changing positions,2/5/2003,-80.31666700000001
11/17/2012 20:30,oswego,il,us,oval,20-30 seconds,4 silent orange balls of light flying across field of view chasing each other at decent rate of speed and quite low above Oswego&#44 IL.,11/19/2012,-88.3513889
4/25/1958 19:00,atlantic ocean (troopship/ uss rose),nan,nan,unknown,1/hour,An object that looked like a star until it moved.,4/2/1999,-28.673146999999997
7/25/2001 18:30,bellingham,wa,us,disk,20 minutes,Large&#44 Sunlight reflecting metallic  saucer seen in Bellingham&#44 Wa.,8/5/2001,-122.48694440000001
9/11/2013 23:30,scottsdale,az,us,other,hour and a half+,I saw a cluster of white lights from 11:30pm-1:00am slowly moving across the sky.,9/30/2013,-111.89833329999999
2/23/2005 19:00,edgerton,wi,us,triangle,10 minutes,Triangular - 3 lights one red and two white. Night of 2/23/05 in Edgerton&#44 Wisconsin on Hwy I-90 around 7 p.m.,4/16/2005,-89.0675
9/16/2004 19:00,truth or consequences,nm,us,light,1 hour,Possible metalic object reflected sun&#39s light very brightly for over  an hour.,9/29/2004,-107.2522222
9/22/2013 02:00,sandstone,mn,us,light,45 minutes,Greenish white light metalic object swaying in sky.,9/30/2013,-92.8672222
3/1/2005 22:30,wayne,nj,us,teardrop,10 seconds,I was sitting in my bed when a bright array of lights caught my eyes. I looked out the window and noticed a flying object no more than,4/16/2005,-74.2769444
11/3/2012 21:40,milton (canada),on,ca,unknown,2 minutes,Near Appleby line&#44 3 bright white rapidly blinking lights;VANISHED&#44 only to reappear further away moments later,11/19/2012,-63.216667
10/1/1954 19:00,flatwoods,wv,us,circle,1 minute,I saw the craft go across the horizon.  It appeared to be on fire&#44 I first thought it was a plane going down.  It landed near a farm.,4/12/2013,-80.65
7/10/1996 01:30,indian nation turnpike,ok,nan,fireball,15mn,green fire in the sky  around  500yd up moveing north to south  arond 50 ft top to boutom no sound,9/2/2005,-95.76418000000001
12/3/2003 19:43,miami,fl,us,flash,3 seconds,Bright Blue/Greenish  White flash in the Eastern sky falling to the SE,12/9/2003,-80.1938889
11/3/2007 05:50,san francisco,ca,us,other,20 minutes,Bright Boomerang Object in the Sky in San Francisco on November 3th  500 Lights On Object0: Yes,11/28/2007,-122.41833329999999
6/21/2013 23:15,barrington,il,us,circle,20-45 minutes,Three bright objects verticle stance. Top two fire orange with moving outer shell . One pretended to be part of satellite tower.,7/3/2013,-88.1361111
3/1/2012 20:30,sedona,az,us,cigar,10 minutes,1-2 mile long cigar shaped craft over Sedona&#44 Arizona.,3/13/2012,-111.7602778
5/20/1997 01:00,louisville,ky,us,circle,5 minutes,glow over louisville kentucky,5/27/2003,-85.7594444
10/10/2007 22:00,grove city,pa,us,unknown,1:00:00,Light pattern moving silently through rapid maneuvers over Grove City,1/21/2008,-80.08888890000001
7/9/2007 02:17,roswell,ga,us,other,5-7 min.,((HOAX??))  Truley a UFO.,3/31/2008,-84.3616667
2/16/2001 20:50,deland,fl,nan,light,10 min,I saw a blood red light in the sky moving to the north west.,2/18/2001,-81.30311800000001
9/3/2003 20:36,montello,nh,nan,light,10 seconds,Bright object lasting 10 seconds in the same area of the sky on at least 4 consecutive nights.,9/24/2003,-71.572395
7/1/1996 19:00,bovina,tx,us,unknown,2 minutes,Blue &amp; White Lights,2/8/2005,-102.8825
10/31/2005 20:30,greensboro,md,us,fireball,2 x 1 minute,At about 8:30 EST  on 10/31/05 Something lit up the sky and fell towards Earth as a fireball with a long firery trail behind it,11/3/2005,-75.8052778
12/14/1998 00:00,wharton,tx,us,light,1-2 sec,Driving in the country roads,1/28/1999,-96.1025
11/14/1990 19:30,new london,nh,us,other,10  minutes,formation of lights pulls manuevers then shoots off,6/20/2005,-71.9855556
3/12/1996 17:30,clacton-on-sea (uk/england),nan,gb,triangle,1min,Black triangle 1996 Essex England,10/12/2001,1.166667
5/22/2012 21:30,fulton,ny,us,circle,10 minutes,05/22/12 red orb over fulton ny,5/29/2012,-76.4175
7/6/2013 21:00,grove city,oh,us,formation,3 minutes,Four white lights that disappeared after a few minutes,7/14/2013,-83.0930556
7/7/2012 23:30,vadnais heights,mn,us,oval,3-4 minutes,Orange red oval of light in vadnais heights,8/5/2012,-93.0736111
7/6/2012 21:00,west monroe,la,us,light,2 minutes,Bright red orange fireball on July 6th at 9 pm,8/5/2012,-92.11916670000001
7/4/2010 23:10,wassaic,ny,us,circle,1 minute,3 circular lights moving in night-sky,7/6/2010,-73.5591667
2/12/2008 21:58,los gatos,ca,us,circle,2 seconds,&quot;Shooting Star&quot; that made immediate 90 degree turn,2/14/2008,-121.9736111
9/15/2006 11:00,detroit,mi,us,sphere,5 minutes,Spherical type craft seen over Detroit river between the cities of Detroit and Windsor&#44 disappears into small black rain cloud.,2/28/2013,-83.0458333
8/28/1999 20:00,wichita,ks,us,cigar,5-8 min,oblongular type object in western sky.  appeared to be heading south&#44 then stopped for a long period of time and sped off northwestardl,9/12/1999,-97.33722220000001
5/12/2012 23:42,vienna,il,us,light,3 min,Bright hovering color changing light- red&#44 orange&#44 yellow&#44 white,5/29/2012,-88.8977778
4/7/2006 12:30,mississauga (canada),on,ca,disk,10-15 seconds,Silver disk flying in distance&#44 seen from Mississauga school yard,5/15/2006,-79.5
8/31/2006 20:15,onion creek,wa,us,light,30 sec.,this is my second entry for august...an oddity- a light&#44 as bright as the brightest star&#44 traveling approx. 35 deg. off horizon in east,10/30/2006,-117.81055559999999
9/25/2012 22:00,salvo,nc,us,formation,10 minutes,Several bright lights in the sky over the Outer Banks,10/30/2012,-75.4733333
1/2/2001 22:00,ponca,ar,us,triangle,5 minutes,Citing of a triangle shaped craft on the river.,2/18/2001,-93.3644444
1/17/2009 15:32,phoenix,az,us,fireball,1 second,Meteor like fireball witnessed on a clear sunny midafternoon.,3/19/2009,-112.07333329999999
1/14/1993 03:55,so. cal.,ca,nan,nan,5 min.,Woman repts. bizarre incidents during which she heard loud buzzing sound&#44 red light pouring through window.  Health effects.,11/2/1999,-119.41793200000001
1/4/2012 22:20,lovingston,va,us,light,5 seconds,Glowing green UFO in Virginia,1/12/2012,-78.8711111
7/20/2007 00:51,chesapeake,va,us,changing,45 min,Multiple objects visible at miles over Chesapeake VA Near Cornland park,8/7/2007,-76.2752778
2/18/2009 18:00,morrisville,pa,us,oval,1 min,Green lights in oval shape seen over Morrisville PA,3/19/2009,-74.7883333
4/15/2009 12:00,montpelier,id,us,cross,about 3 minutes,4 lobed craft hovering over Montpelier&#44 ID in broad daylight.,7/4/2011,-111.29694440000002
10/10/2013 20:00,hudson,nh,us,light,5 seconds,White&#44 orb above the clouds moving very fast&#44 no flashing lights&#44 zoomed across the sky and disappeared out of sight.,10/14/2013,-71.44027779999999
7/6/2013 22:00,fairfax,mn,us,triangle,5 minutes-intervals,Bright-orange-fire-in-sky-moving-formation-same-speed-no-sound-,7/14/2013,-94.7205556
6/24/2005 03:00,grand junction,co,us,circle,10 seconds,Bright White Circled Craft passes over Grand Junction.,12/16/2005,-108.55
10/15/1997 23:30,fort william (uk/scotland),nan,nan,unknown,-30sec,UFO exploded in the West Highlands of Scotland..,2/18/2001,-5.105218
9/18/2010 22:00,pikeville,ky,us,nan,less than 5 seconds,Large bright white non-flashing light moved 45-degrees in the sky in approximately a second. NOT A METEOR,11/21/2010,-82.51888890000001
12/4/2007 22:00,tucson,az,us,unknown,1/2 hour,Last night I went out to see if I could spot the comet.  Instead I noticed that there was a &#8220;star&#8221; that seemed to be moving.  It would,3/4/2008,-110.9258333
7/8/2002 23:15,chihuahua (mexico),nan,nan,triangle,3min,Vimos una nave triangular con luz roja en cada punta del triangulo&#44 volaba a una velocidad baja a unos 200 mts de altura&#44 la noche esta,7/26/2002,-106.0691
5/26/2002 22:30,bigelow,ar,us,light,3 minutes,More strange events in skies of rural Ark,6/12/2002,-92.6297222
11/17/2009 09:00,chicago,il,us,oval,9:00:05,Oval/circular object with red/yellow lights,12/12/2009,-87.65
9/9/2003 12:23,lake worth,fl,us,other,30-50 seconds,I see 3 Orange &quot;Orbs&quot; in a triangular formation,9/12/2003,-80.05722220000001
4/16/2010 20:30,la vega (dominican republic),nan,nan,triangle,6 min,Big triangle with a lot of lights&#44 no sound.  ((NUFORC Note:  Possible airliner&#44 we wonder??  PD)),5/12/2010,-70.53
6/8/1998 21:00,newport,ri,us,light,25 minutes,Clear night+high visability&#442  yellow lights&#44even shading&#44no vertical movement&#44close proximatey&#44very long visual time,2/18/2001,-71.3133333
3/15/2014 20:40,middlesex,nc,us,circle,15 minutes,Triangle shaped movement&#44 Full moon&#44 ides of march&#44 weird shaped clouds,3/18/2014,-78.2041667
10/1/2004 20:50,tucson,az,us,unknown,less than 1 sec.,Tucson Mysterious Streaks of Light,10/27/2004,-110.9258333
4/17/2003 04:00,starkville,ms,us,light,two minutes,BRIGHT LIGHT MOVING ACROSS SKY&#44 SLIGHTLY ZIG ZAGGING&#44 MET 2 OTHER FAINT LIGHTS...GONE,4/22/2003,-88.81833329999999
7/29/2003 24:00,atlantic ocean (canada),ns,nan,circle,15 min,baseball size lights&#44one behind the other&#44travelling in straight line,7/16/2006,-28.673146999999997
4/1/2004 00:30,norrk&ouml;ping (sweden),nan,nan,light,10 seconds,Lights travelling very fast in the sky with. Faster than anything ive seen from earth.,4/27/2004,16.192421
11/15/2003 17:00,tracy,ca,us,teardrop,7 mins,I had just left tracy&#44 CA traveling west on I-205 towards San Francisco.  The sky was a little stormy but there was a clearing in it ju,11/26/2003,-121.42416670000001
6/6/2000 01:45,mt. vernon,va,us,rectangle,1-2 sec,I spotted a short black rectangle in the sky moving moderately fast.,11/20/2001,-77.0863889
4/15/2004 17:00,murrieta,ca,us,unknown,5 minutes at least,I saw a distant light while going somewhere.,10/27/2004,-117.21305559999999
9/1/2013 21:57,bozrah,ct,nan,circle,1 minute,Orange orb spotted over gardener lake dam.,9/9/2013,-72.163596
11/13/1975 21:15,woodbridge,va,us,circle,10 min,BRIGHT OBJECTS  CHASED INTO BELMONT BAY,5/11/2005,-77.25
4/14/2005 20:30,east greenwich,ri,us,triangle,1-2mins,Triangular ship&#44 stationary&#44 black body&#44 white lights on the three corners and a blinking red/white strobe dead center.,4/16/2005,-71.45638890000001
7/18/2013 22:32,platteville,wi,us,unknown,5 minutes,Fading light moving along the sky over Grant County&#44 Wisconsin.,7/22/2013,-90.4783333
3/5/2010 03:00,fort smith,ar,us,other,1 hour,I noticed what appeared to be a star and just watched it for a moment.  ((NUFORC Note:  Star??  PD)),4/13/2010,-94.3983333
9/6/2001 21:55,warren,mi,us,disk,5 minutes,Large UFO-13 Mile and Hayes area Warren&#44 MI.,10/12/2001,-83.0277778
7/30/2008 01:30,ramstein (germany),nan,de,light,over an hour,Flashing light in sky&#44 hovered in one spot (didn&#39t move around)&#44 then 3 small lights quickly came from it and away.,8/12/2008,7.533333
1/17/2014 02:45,orlando,fl,us,cylinder,5 minutes,Blue cylinder over east Orlando erratic flying/flashing inject.,1/24/2014,-81.3794444
9/19/2009 20:00,greenfield,ma,us,light,30 secs?,White light with no known source fading into a mist without sound on cloudless night.  ((NUFORC Note:  Missile launch.  PD)),12/12/2009,-72.6
1/15/2006 15:00,charleston ??  (in-flight sighting),sc,nan,other,30 seconds,On a flight from Tampa to Baltimore&#44 somewhere over the Carolina&#39s&#44 saw a large white hockey-stick shaped object&#44 flying along with us.,2/1/2007,-79.931051
9/20/2008 11:00,chester,ny,us,unknown,20 minutes,seperate beads of light ( either relecting light or self illuminated) with a  stiff black line trailing from the bottom,10/31/2008,-74.2716667
6/16/2003 15:00,windsor (canada),on,ca,changing,40-45 seconds,I do nature photography. Yesterday June 16/13 I saw an object in the sky&#44 it looked about 350 ft in the air.  Flew directly over head i,7/3/2013,-72.0
7/10/2006 03:00,bognor regis (uk/england),nan,gb,triangle,20 minutes,Traingular Craft&#44 combined with outer body experiences?,7/16/2006,-0.65
6/15/2001 06:10,perth (western australia),nan,au,unknown,5 minutes,I saw three bright objects travelling together&#44 they were far away&#44 their velocity changed and one stoped it&#39s motion.,12/5/2001,115.861397
1/26/1999 20:15,la veta,co,us,other,15-20 minutes,Aircraft looked like a 747 three times its size.  At each wing tip were much smaller aircraft. A probe went to the ground from the bell,2/16/1999,-105.0072222
7/16/1967 14:00,barboursville,wv,us,sphere,3 to 4 minutes,Spherical UFO&#44 fall of 1967&#44 Barboursville&#44W.Va.,2/1/2007,-82.29472220000001
3/5/2004 22:00,punta gorda,fl,us,cross,10 minutes,At about 10:00 PM on 3/5/04&#44 I was ready for bed and went out on the lanai to check if the screen door was locked.  It was a very clear,6/18/2004,-82.0455556
1/1/2001 19:00,manitoulin island (canada),on,nan,other,5 minutes,Comet shped UFO&#39s video taped over Manitoulin Island (US Canada border).,2/18/2001,-82.037176
8/1/1998 20:45,st. louis,mo,us,light,less than 2 minutes,Object appeared below the moon. Travelled from Southeast to Northwest. Changed color and direction erratically.,11/21/1998,-90.1977778
7/4/1972 21:00,rehobeth beach (near),de,nan,disk,10 minutes,Hovering 25&#39 up&#44 middle section rotating clockwise and containing red&#44 yellow and (green?) lighted sections&#44 shot away fast&#44 no sound.,5/15/2013,-75.076014
4/22/2006 21:00,asheville,nc,us,unknown,2 minutes,2 UFO sightings in my area in the last week&#33,5/15/2006,-82.5541667
5/18/2012 22:15,goodrich,mi,us,light,2-4 mins,Glowing&#44 orange ball of light in the eastern sky 5-18-12.,5/29/2012,-83.5063889
12/4/2004 23:30,sutherland,ia,us,light,30 min,A quiet light apeared to observe us as we were coon hunting near the river.,2/24/2005,-95.49722220000001
10/10/1960 20:00,kaneohe,hi,us,light,15 minutes,AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan,1/22/2004,-157.8036111
2/10/2005 22:00,woodland,ca,us,circle,1 hour,Dog barking just before I went to bed...I looked out the bedroom window.  ((NUFORC Note:  Sighting of Sirius??  PD)),2/22/2005,-121.7722222
1/4/2012 18:00,moreno valley,ca,us,light,2 minutes,Solid light traveled across the night sky over Moreno Valley&#44 CA.,1/12/2012,-117.22972220000001
5/29/2010 06:00,fort lauderdale,fl,us,unknown,2-3 minutes,Strange black object flies inland from ocean preceding sunrise,6/3/2010,-80.14361109999999
8/23/2007 03:35,foxboro,ma,us,light,2 min,Witnessed intense blinding light followed by loud electrical noise as it dissappeared and turned to a green color.,10/8/2007,-71.25
6/1/1992 23:00,rosemead,ca,us,oval,8-9 minuts,flashing lights with no particular pattern or order or timeing all differant colers,5/12/2009,-118.0719444
7/4/1996 12:00,south amboy,nj,us,triangle,2 minutes,It was a ball of white light that changed to triangular red and blue lights and then again to a ball of red light.,12/2/2000,-74.2911111
12/19/2002 06:20,london (uk/england),nan,gb,diamond,10 seconds,Moving very fast east to west&#44 diamond shaped with long tail&#44 definately not natural.,3/4/2003,-0.093689
4/17/1958 21:30,winooski,vt,us,oval,1 &amp; 1/2 hours,more on the 1958 &quot;fireball&quot; in Winooski sky in case you didn&#39t recieve the PDF file I sent of the newspaper clippings.,4/16/2005,-73.18611109999999
